X1	Y1	ProbId1	
440.36	321.48	NaN
439.6	321.89	NaN
439.53	321.72	NaN
438.73	320.86	NaN
436.58	320.2	NaN
436.8	320.05	NaN
434.44	319.73	NaN
434.44	319.73	NaN
432.61	319.81	NaN
432.61	319.81	NaN
430.91	320.11	NaN
430.21	319.9	NaN
430.21	319.9	NaN
430.31	319.72	NaN
430.91	319.17	NaN
430.93	319.09	NaN
432.02	318.05	NaN
431.94	317.92	NaN
432.68	317.08	NaN
432.78	317.1	NaN
433.42	316.18	NaN
434.52	315.36	NaN
434.59	315.47	NaN
434.17	315.32	NaN
433.42	315.48	NaN
433.22	315.49	NaN
433.06	314.67	NaN
432.93	314.76	NaN
432.73	313.48	NaN
432.58	313.43	NaN
430.41	312.23	NaN
426.77	311.09	NaN
426.77	311.09	NaN
423.61	309.63	NaN
421.12	307.74	NaN
421.19	307.75	NaN
420.77	306.08	NaN
420.77	306.08	NaN
422.88	305.49	NaN
422.88	305.49	NaN
424.33	304.79	NaN
425.14	304.06	NaN
425.07	303.96	NaN
425.26	303.8	NaN
425.2	303.69	NaN
425.2	303.69	NaN
424.87	303.63	NaN
424.87	303.63	NaN
424.95	303.37	NaN
424.94	303.26	NaN
424.99	302.57	NaN
424.87	302.05	NaN
424.95	301.93	NaN
424.52	301.21	NaN
425.48	300.15	NaN
425.48	300.15	NaN
426.63	299.68	NaN
426.63	299.68	NaN
428.58	300.01	NaN
428.58	300.01	NaN
429.82	301.06	NaN
430.36	301.45	NaN
430.35	301.33	NaN
430.47	301.4	NaN
430.53	301.58	NaN
430.44	301.6	NaN
430.84	301.68	NaN
430.84	301.68	NaN
431.24	301.83	NaN
431.39	301.21	NaN
431.39	301.21	NaN
432.33	300.53	NaN
432.33	300.53	NaN
433.8	301.01	NaN
435.89	302.45	NaN
435.89	302.45	NaN
436.84	304.46	NaN
436.84	304.46	NaN
437.43	306	NaN
437.39	307.48	NaN
437.39	307.48	NaN
439.42	309.18	NaN
439.42	309.18	NaN
440.01	310.31	NaN
440.31	310.44	NaN
440.29	310.45	NaN
440.1	311.7	NaN
440.24	311.78	NaN
440.2	313.5	NaN
440.2	313.5	NaN
440.34	313.48	NaN
440.36	313.47	NaN
440.21	313.62	NaN
440.34	313.68	NaN
439.43	313.95	NaN
439.43	313.95	NaN
440.21	314.79	NaN
440.19	314.81	NaN
440.13	315.21	NaN
440.13	315.21	NaN
439.86	316.01	NaN
440.03	316.47	NaN
440.11	316.52	NaN
439.21	318.02	NaN
438.5	319.96	NaN
438.5	319.96	NaN
437.74	320.65	NaN
437.74	320.65	NaN
437.34	321.07	NaN
437.34	321.07	NaN
437.33	321.5	NaN
435.82	323.57	NaN
435.8	323.54	NaN
434.96	324.39	NaN
433.7	324.11	NaN
433.7	324.11	NaN
433.46	324.26	NaN
433.54	324.32	NaN
432.6	324.53	NaN
430.63	325.49	NaN
430.63	325.49	NaN
429.1	326.44	NaN
